QUERY,HIT,PID,ALNLEN,CHROM,START,STOP,STRAND
AFUB_072360,Afu6g06440,99.87,786,scf_000006_A_fumigatus_A1163,47137,47978,-
AFUB_072370,Afu6g06450,100.00,783,scf_000006_A_fumigatus_A1163,49517,50608,+
AFUB_072380,Afu6g06460,100.00,780,scf_000006_A_fumigatus_A1163,51020,51935,-
AFUB_072390,Afu6g06470,100.00,582,scf_000006_A_fumigatus_A1163,52672,54292,+
AFUB_072400,Afu6g06480,99.94,1764,scf_000006_A_fumigatus_A1163,54719,58581,-
AFUB_072410,Afu6g06490,100.00,885,scf_000006_A_fumigatus_A1163,61398,62282,-
AFUB_072420,Afu6g06500,100.00,1092,scf_000006_A_fumigatus_A1163,62418,64042,+
AFUB_072430,Afu6g06510,100.00,1230,scf_000006_A_fumigatus_A1163,64116,65561,+
AFUB_072440,Afu6g06520,100.00,3630,scf_000006_A_fumigatus_A1163,66117,70495,-
AFUB_072450,Afu6g06530,99.87,750,scf_000006_A_fumigatus_A1163,70973,71793,-
AFUB_072460,Afu6g06535,99.84,644,scf_000006_A_fumigatus_A1163,71868,73034,-
AFUB_072470,Afu6g06540,99.89,5619,scf_000006_A_fumigatus_A1163,77310,83330,-
AFUB_072480,Afu6g06550,99.68,4425,scf_000006_A_fumigatus_A1163,83677,88392,-
AFUB_072490,Afu6g06560,100.00,2154,scf_000006_A_fumigatus_A1163,88541,90989,-
AFUB_072500,Afu6g06570,100.00,939,scf_000006_A_fumigatus_A1163,91212,92807,-
AFUB_072510,Afu6g06580,99.88,810,scf_000006_A_fumigatus_A1163,92922,94411,-
AFUB_072520,Afu6g06590,100.00,663,scf_000006_A_fumigatus_A1163,94770,95977,-
AFUB_072530,Afu6g06600,100.00,468,scf_000006_A_fumigatus_A1163,96604,97071,+
AFUB_072540,Afu6g06610,99.58,1197,scf_000006_A_fumigatus_A1163,97755,99253,-
AFUB_072550,Afu6g06620,100.00,525,scf_000006_A_fumigatus_A1163,100427,100951,+
AFUB_072560,Afu6g06630,99.91,1107,scf_000006_A_fumigatus_A1163,101047,102153,+
AFUB_072570,Afu6g06640,100.00,858,scf_000006_A_fumigatus_A1163,102866,104548,+
AFUB_072580,Afu6g06650,100.00,924,scf_000006_A_fumigatus_A1163,104869,106473,-
AFUB_072590,Afu6g06660,100.00,2952,scf_000006_A_fumigatus_A1163,106658,109849,-
AFUB_072600,Afu6g06670,97.38,1945,scf_000006_A_fumigatus_A1163,110412,113956,-
AFUB_072610,Afu6g06680,100.00,1478,scf_000006_A_fumigatus_A1163,114099,116705,-
AFUB_072620,Afu6g06690,99.72,354,scf_000006_A_fumigatus_A1163,117933,118702,+
AFUB_072630,Afu6g06700,99.69,636,scf_000006_A_fumigatus_A1163,119053,119813,-
AFUB_072640,Afu6g06710,99.84,1251,scf_000006_A_fumigatus_A1163,119975,121796,+
AFUB_072650,Afu6g06720,100.00,2721,scf_000006_A_fumigatus_A1163,122550,126354,+
AFUB_072660,Afu6g06730,99.86,1422,scf_000006_A_fumigatus_A1163,127043,129356,-
AFUB_072670,Afu6g06740,99.97,3021,scf_000006_A_fumigatus_A1163,129774,133648,-
AFUB_072680,Afu6g06750,100.00,722,scf_000006_A_fumigatus_A1163,135646,136616,+
AFUB_072690,Afu6g06760,100.00,804,scf_000006_A_fumigatus_A1163,137665,138821,-
AFUB_072700,Afu6g06770,99.92,1317,scf_000006_A_fumigatus_A1163,138991,141468,-
AFUB_072710,Afu6g06780,100.00,1182,scf_000006_A_fumigatus_A1163,142034,143716,+
AFUB_072720,Afu6g06790,99.95,2115,scf_000006_A_fumigatus_A1163,143976,146676,+
AFUB_072730,Afu6g06800,100.00,1323,scf_000006_A_fumigatus_A1163,146812,148134,-
AFUB_072740,Afu6g06810,99.93,1494,scf_000006_A_fumigatus_A1163,149719,152165,+
AFUB_072750,Afu6g06820,99.93,1419,scf_000006_A_fumigatus_A1163,153070,154836,-
AFUB_072760,Afu6g06830,100.00,807,scf_000006_A_fumigatus_A1163,155351,156214,-
AFUB_072770,Afu6g06840,100.00,363,scf_000006_A_fumigatus_A1163,157907,158348,+
AFUB_072780,Afu6g06850,99.93,1363,scf_000006_A_fumigatus_A1163,159274,161417,+
AFUB_072790,Afu6g06860,100.00,1104,scf_000006_A_fumigatus_A1163,161877,163523,-
AFUB_072800,Afu6g06870,100.00,1572,scf_000006_A_fumigatus_A1163,171441,174869,-
AFUB_072810,Afu6g06880,100.00,1380,scf_000006_A_fumigatus_A1163,177525,179407,-
AFUB_072820,Afu6g06890,100.00,1065,scf_000006_A_fumigatus_A1163,179617,180935,-
AFUB_072830,Afu6g06900,100.00,429,scf_000006_A_fumigatus_A1163,184359,185308,+
AFUB_072840,Afu6g06910,100.00,2412,scf_000006_A_fumigatus_A1163,186688,189438,-
AFUB_072850,Afu6g06920,96.77,961,scf_000006_A_fumigatus_A1163,189568,190945,+
AFUB_072860,Afu6g06930,100.00,744,scf_000006_A_fumigatus_A1163,191144,192503,-
AFUB_072870,Afu6g06940,100.00,876,scf_000006_A_fumigatus_A1163,192728,194060,-
AFUB_072880,Afu6g06950,100.00,2565,scf_000006_A_fumigatus_A1163,194144,197280,+
AFUB_072890,Afu6g06960,100.00,1602,scf_000006_A_fumigatus_A1163,197309,199981,-
AFUB_072900,Afu6g06970,99.69,1947,scf_000006_A_fumigatus_A1163,200380,202889,-
AFUB_072920,Afu6g06990,99.53,2789,scf_000006_A_fumigatus_A1163,207750,212909,+
AFUB_072930,Afu6g07010,57.36,1806,scf_000006_A_fumigatus_A1163,218098,220227,-
AFUB_072940,Afu6g07020,62.15,1012,scf_000006_A_fumigatus_A1163,223902,227186,+
AFUB_072950,Afu6g07030,60.65,3385,scf_000006_A_fumigatus_A1163,227596,232109,+
AFUB_072970,Afu6g07040,99.59,981,scf_000006_A_fumigatus_A1163,232351,233903,-
AFUB_072980,Afu6g07050,99.95,1824,scf_000006_A_fumigatus_A1163,234123,236397,+
AFUB_072990,Afu6g07055,100.00,231,scf_000006_A_fumigatus_A1163,240325,240616,+
AFUB_073000,Afu6g07060,99.76,1227,scf_000006_A_fumigatus_A1163,240842,242302,-
AFUB_073010,Afu6g07070,100.00,1359,scf_000006_A_fumigatus_A1163,244738,246604,+
AFUB_073020,Afu6g07080,100.00,1251,scf_000006_A_fumigatus_A1163,248330,249941,+
AFUB_073030,Afu6g07090,99.91,1074,scf_000006_A_fumigatus_A1163,250549,251679,+
AFUB_073040,Afu6g07100,99.88,1698,scf_000006_A_fumigatus_A1163,251944,253641,+
AFUB_073050,Afu6g07110,99.92,2634,scf_000006_A_fumigatus_A1163,253907,257222,+
AFUB_073060,Afu6g07120,100.00,603,scf_000006_A_fumigatus_A1163,257307,258308,+
AFUB_073070,Afu6g07130,99.65,1440,scf_000006_A_fumigatus_A1163,258864,260411,+
AFUB_073080,Afu6g07140,100.00,579,scf_000006_A_fumigatus_A1163,260699,261277,-
AFUB_073090,Afu6g07150,99.64,1101,scf_000006_A_fumigatus_A1163,261980,263080,+
AFUB_073100,Afu6g07160,99.73,1503,scf_000006_A_fumigatus_A1163,263966,265846,-
AFUB_073110,Afu6g07170,99.84,639,scf_000006_A_fumigatus_A1163,265893,267266,+
AFUB_073120,Afu6g07180,99.38,1782,scf_000006_A_fumigatus_A1163,267388,269592,+
AFUB_073130,Afu6g07190,100.00,956,scf_000006_A_fumigatus_A1163,271819,272909,+
AFUB_073140,Afu6g07200,99.92,1275,scf_000006_A_fumigatus_A1163,273639,275535,-
AFUB_073150,Afu6g07210,100.00,966,scf_000006_A_fumigatus_A1163,275654,276832,+
AFUB_073160,Afu6g07220,99.87,741,scf_000006_A_fumigatus_A1163,277084,277824,-
AFUB_073170,Afu6g07230,99.51,2046,scf_000006_A_fumigatus_A1163,278505,280800,-
AFUB_073190,Afu6g07240,100.00,1020,scf_000006_A_fumigatus_A1163,282177,283247,+
AFUB_073210,Afu6g07250,99.91,1095,scf_000006_A_fumigatus_A1163,286303,287827,-
AFUB_073220,Afu6g07260,99.93,1524,scf_000006_A_fumigatus_A1163,289139,290725,+
AFUB_073230,Afu6g07270,99.95,1977,scf_000006_A_fumigatus_A1163,290924,293381,-
AFUB_073240,Afu6g07280,99.94,3267,scf_000006_A_fumigatus_A1163,294132,298278,+
AFUB_073260,Afu6g07290,100.00,417,scf_000006_A_fumigatus_A1163,298900,299531,+
AFUB_073270,Afu6g07300,99.89,1743,scf_000006_A_fumigatus_A1163,300212,302147,+
AFUB_073280,Afu6g07310,99.97,3300,scf_000006_A_fumigatus_A1163,302345,305644,-
AFUB_073290,Afu6g07320,99.94,1548,scf_000006_A_fumigatus_A1163,305980,308101,-
AFUB_073300,Afu6g07330,100.00,1152,scf_000006_A_fumigatus_A1163,308740,310261,-
AFUB_073310,Afu6g07340,100.00,1539,scf_000006_A_fumigatus_A1163,310469,312758,+
AFUB_073320,Afu6g07350,99.88,816,scf_000006_A_fumigatus_A1163,312814,314444,-
AFUB_073330,Afu6g07360,100.00,513,scf_000006_A_fumigatus_A1163,317385,318422,-
AFUB_073340,Afu6g07370,100.00,1485,scf_000006_A_fumigatus_A1163,318653,320368,+
AFUB_073350,Afu6g07380,99.84,1902,scf_000006_A_fumigatus_A1163,321062,322963,-
AFUB_073360,Afu6g07390,99.63,1080,scf_000006_A_fumigatus_A1163,324574,325861,+
AFUB_073370,Afu6g07400,97.81,960,scf_000006_A_fumigatus_A1163,326000,327091,-
AFUB_073380,Afu6g07410,99.87,2337,scf_000006_A_fumigatus_A1163,327381,330350,-
AFUB_073390,Afu6g07420,99.30,1281,scf_000006_A_fumigatus_A1163,330550,332224,+
AFUB_073410,Afu6g07430,100.00,1584,scf_000006_A_fumigatus_A1163,334521,337800,+
AFUB_073420,Afu6g07440,99.91,7581,scf_000006_A_fumigatus_A1163,337992,346315,-
AFUB_073430,Afu6g07460,99.66,3570,scf_000006_A_fumigatus_A1163,347046,350615,+
AFUB_073440,Afu6g07470,100.00,996,scf_000006_A_fumigatus_A1163,351174,352564,-
AFUB_073450,Afu6g07480,99.78,921,scf_000006_A_fumigatus_A1163,353896,355128,-
AFUB_073460,Afu6g07490,99.94,3483,scf_000006_A_fumigatus_A1163,356102,359826,-
AFUB_073470,Afu6g07500,99.94,3393,scf_000006_A_fumigatus_A1163,360061,363647,+
AFUB_073480,Afu6g07520,100.00,1038,scf_000006_A_fumigatus_A1163,364363,366044,+
AFUB_073490,Afu6g07530,99.88,843,scf_000006_A_fumigatus_A1163,367144,368911,-
AFUB_073500,Afu6g07540,100.00,1647,scf_000006_A_fumigatus_A1163,370664,373414,-
AFUB_073510,Afu6g07550,91.19,556,scf_000006_A_fumigatus_A1163,373503,374563,+
AFUB_073520,Afu6g07560,99.85,1356,scf_000006_A_fumigatus_A1163,374627,376654,-
AFUB_073530,Afu6g07570,99.84,1236,scf_000006_A_fumigatus_A1163,377157,378508,+
AFUB_073540,Afu6g07580,100.00,2757,scf_000006_A_fumigatus_A1163,378770,381587,+
AFUB_073550,Afu6g07590,100.00,370,scf_000006_A_fumigatus_A1163,381698,382484,-
AFUB_073560,Afu6g07600,100.00,1836,scf_000006_A_fumigatus_A1163,382867,385298,-
AFUB_073570,Afu6g07610,99.77,885,scf_000006_A_fumigatus_A1163,385397,386802,+
AFUB_073580,Afu6g07620,97.56,1025,scf_000006_A_fumigatus_A1163,386985,388309,-
AFUB_073590,Afu6g07630,99.92,2445,scf_000006_A_fumigatus_A1163,389896,392762,+
AFUB_073600,Afu6g07640,100.00,1815,scf_000006_A_fumigatus_A1163,392906,395389,+
AFUB_073610,Afu6g07650,100.00,1026,scf_000006_A_fumigatus_A1163,396182,397270,+
AFUB_073620,Afu6g07660,100.00,747,scf_000006_A_fumigatus_A1163,397527,398273,+
AFUB_073630,Afu6g07670,99.86,1475,scf_000006_A_fumigatus_A1163,398378,400407,-
AFUB_073640,Afu6g07680,99.92,1305,scf_000006_A_fumigatus_A1163,400803,402302,+
AFUB_073650,Afu6g07690,99.95,2007,scf_000006_A_fumigatus_A1163,402758,405187,+
AFUB_073660,Afu6g07700,100.00,1494,scf_000006_A_fumigatus_A1163,405383,406940,+
AFUB_073670,Afu6g07710,100.00,951,scf_000006_A_fumigatus_A1163,407681,409549,-
AFUB_073680,Afu6g07720,99.89,1806,scf_000006_A_fumigatus_A1163,411173,415239,-
AFUB_073690,Afu6g07730,99.33,1349,scf_000006_A_fumigatus_A1163,418102,420973,-
AFUB_073700,Afu6g07740,99.86,708,scf_000006_A_fumigatus_A1163,422086,423608,-
AFUB_073710,Afu6g07750,99.80,1482,scf_000006_A_fumigatus_A1163,423817,426431,-
AFUB_073720,Afu6g07760,99.93,1479,scf_000006_A_fumigatus_A1163,427709,429815,+
AFUB_073730,Afu6g07770,99.73,1499,scf_000006_A_fumigatus_A1163,430468,432619,+
AFUB_073740,Afu6g07780,99.75,1611,scf_000006_A_fumigatus_A1163,433460,436192,-
AFUB_073750,Afu6g07790,100.00,306,scf_000006_A_fumigatus_A1163,437406,437792,+
AFUB_073760,Afu6g07800,98.69,1684,scf_000006_A_fumigatus_A1163,440802,445785,+
AFUB_073770,Afu6g07810,99.85,2058,scf_000006_A_fumigatus_A1163,447464,450153,+
AFUB_073780,Afu6g07820,99.53,1068,scf_000006_A_fumigatus_A1163,453565,456047,+
AFUB_073790,Afu6g07830,99.17,1569,scf_000006_A_fumigatus_A1163,456822,459107,-
AFUB_073800,Afu6g07840,99.51,615,scf_000006_A_fumigatus_A1163,459245,460216,-
AFUB_073810,Afu6g07850,99.21,1641,scf_000006_A_fumigatus_A1163,460447,462191,-
AFUB_073830,Afu6g07855,99.80,507,scf_000006_A_fumigatus_A1163,465173,466182,+
AFUB_073840,Afu6g07860,99.78,1794,scf_000006_A_fumigatus_A1163,466371,469363,-
AFUB_073850,Afu6g07870,99.74,1899,scf_000006_A_fumigatus_A1163,469557,471928,-
AFUB_073860,Afu6g07880,99.84,1227,scf_000006_A_fumigatus_A1163,472077,474314,+
AFUB_073870,Afu6g07890,99.53,2574,scf_000006_A_fumigatus_A1163,476083,479951,+
AFUB_073890,Afu6g07900,99.94,1806,scf_000006_A_fumigatus_A1163,484818,488263,+
AFUB_073900,Afu6g07910,99.81,1617,scf_000006_A_fumigatus_A1163,489394,491180,+
AFUB_073910,Afu6g07920,99.88,828,scf_000006_A_fumigatus_A1163,491327,492276,-
AFUB_073920,Afu6g07930,99.92,1221,scf_000006_A_fumigatus_A1163,492684,495186,-
AFUB_073930,Afu6g07940,99.90,957,scf_000006_A_fumigatus_A1163,495333,496491,+
AFUB_073940,Afu6g07950,99.96,2484,scf_000006_A_fumigatus_A1163,496851,500415,+
AFUB_073950,Afu6g07960,100.00,1518,scf_000006_A_fumigatus_A1163,500848,502487,-
AFUB_073960,Afu6g07970,99.96,2481,scf_000006_A_fumigatus_A1163,502561,505801,-
AFUB_073970,Afu6g07980,99.79,972,scf_000006_A_fumigatus_A1163,506506,508632,-
AFUB_073980,Afu6g07990,99.72,1080,scf_000006_A_fumigatus_A1163,508644,510527,+
AFUB_073990,Afu6g08000,99.94,1692,scf_000006_A_fumigatus_A1163,510754,512920,+
AFUB_074000,Afu6g08010,99.88,1728,scf_000006_A_fumigatus_A1163,513194,515297,+
AFUB_074010,Afu6g08020,99.92,3834,scf_000006_A_fumigatus_A1163,515533,521575,-
AFUB_074020,Afu6g08030,100.00,153,scf_000006_A_fumigatus_A1163,522245,522397,+
AFUB_074030,Afu6g08040,99.91,1113,scf_000006_A_fumigatus_A1163,522931,524043,-
AFUB_074040,Afu6g08050,99.93,1476,scf_000006_A_fumigatus_A1163,525636,527949,+
AFUB_074050,Afu6g08060,100.00,231,scf_000006_A_fumigatus_A1163,528012,528242,+
AFUB_074060,Afu6g08070,99.87,780,scf_000006_A_fumigatus_A1163,528639,529591,+
AFUB_074070,Afu6g08080,99.90,2055,scf_000006_A_fumigatus_A1163,530101,532283,-
AFUB_074080,Afu6g08100,99.89,1830,scf_000006_A_fumigatus_A1163,534791,536715,+
AFUB_074090,Afu6g08110,99.59,1210,scf_000006_A_fumigatus_A1163,537314,539301,-
AFUB_074100,Afu6g08120,99.78,3687,scf_000006_A_fumigatus_A1163,539731,544241,+
AFUB_074110,Afu6g08130,99.65,2010,scf_000006_A_fumigatus_A1163,545109,548533,-
AFUB_074120,Afu6g08140,99.87,1575,scf_000006_A_fumigatus_A1163,550124,552799,-
AFUB_074130,Afu6g08155,100.00,879,scf_000006_A_fumigatus_A1163,554917,556472,+
AFUB_074140,Afu6g08160,99.90,1032,scf_000006_A_fumigatus_A1163,556702,557733,+
AFUB_074150,Afu6g08170,100.00,2946,scf_000006_A_fumigatus_A1163,557813,560981,-
AFUB_074160,Afu6g08200,99.88,1680,scf_000006_A_fumigatus_A1163,568065,572054,+
AFUB_074170,Afu6g08210,99.87,786,scf_000006_A_fumigatus_A1163,572182,573202,+
AFUB_074180,Afu6g08220,99.96,2481,scf_000006_A_fumigatus_A1163,573335,576557,-
AFUB_074190,Afu6g08230,100.00,588,scf_000006_A_fumigatus_A1163,576753,577340,+
AFUB_074200,Afu6g08240,99.89,7848,scf_000006_A_fumigatus_A1163,577869,585794,-
AFUB_074210,Afu6g08250,100.00,1659,scf_000006_A_fumigatus_A1163,586034,587968,+
AFUB_074220,Afu6g08260,100.00,1071,scf_000006_A_fumigatus_A1163,588593,590612,-
AFUB_074230,Afu6g08270,100.00,381,scf_000006_A_fumigatus_A1163,591304,591781,+
AFUB_074240,Afu6g08280,99.87,741,scf_000006_A_fumigatus_A1163,593320,594117,+
AFUB_074250,Afu6g08290,99.82,552,scf_000006_A_fumigatus_A1163,595752,597798,-
AFUB_074260,Afu6g08300,99.97,3708,scf_000006_A_fumigatus_A1163,598482,602317,+
AFUB_074270,Afu6g08310,99.89,891,scf_000006_A_fumigatus_A1163,602688,603963,-
AFUB_074280,Afu6g08320,100.00,1413,scf_000006_A_fumigatus_A1163,604411,606622,-
AFUB_074290,Afu6g08330,99.95,1995,scf_000006_A_fumigatus_A1163,607161,609738,-
AFUB_074300,Afu6g08340,99.94,1551,scf_000006_A_fumigatus_A1163,610226,612526,+
AFUB_074310,Afu6g08350,99.77,1731,scf_000006_A_fumigatus_A1163,612868,614675,+
AFUB_074320,Afu6g08360,100.00,999,scf_000006_A_fumigatus_A1163,615111,616719,+
AFUB_074330,Afu6g08370,99.93,1446,scf_000006_A_fumigatus_A1163,616937,618382,-
AFUB_074340,Afu6g08380,99.94,1629,scf_000006_A_fumigatus_A1163,618609,620541,+
AFUB_074350,Afu6g08390,100.00,810,scf_000006_A_fumigatus_A1163,621249,623928,-
AFUB_074360,Afu6g08400,100.00,129,scf_000006_A_fumigatus_A1163,624099,624638,+
AFUB_074370,Afu6g08410,99.88,1638,scf_000006_A_fumigatus_A1163,626765,628495,-
AFUB_074380,Afu6g08420,99.89,6453,scf_000006_A_fumigatus_A1163,629054,635570,-
AFUB_074390,Afu6g08430,99.85,654,scf_000006_A_fumigatus_A1163,637257,637919,+
AFUB_074400,Afu6g08440,99.89,1812,scf_000006_A_fumigatus_A1163,638436,640457,-
AFUB_074410,Afu6g08450,100.00,1479,scf_000006_A_fumigatus_A1163,640586,642645,-
AFUB_074420,Afu6g08460,99.88,1686,scf_000006_A_fumigatus_A1163,642804,645504,+
AFUB_074430,Afu6g08470,100.00,1782,scf_000006_A_fumigatus_A1163,645773,648415,-
AFUB_074440,Afu6g08480,100.00,1008,scf_000006_A_fumigatus_A1163,648827,651754,+
AFUB_074450,Afu6g08490,99.90,966,scf_000006_A_fumigatus_A1163,652665,653875,+
AFUB_074460,Afu6g08500,100.00,777,scf_000006_A_fumigatus_A1163,654003,654986,-
AFUB_074470,Afu6g08510,99.47,1125,scf_000006_A_fumigatus_A1163,655326,657654,-
AFUB_074480,Afu6g08520,99.97,6480,scf_000006_A_fumigatus_A1163,662882,670780,+
AFUB_074490,Afu6g08530,96.89,1673,scf_000006_A_fumigatus_A1163,670944,676109,+
AFUB_074500,Afu6g08540,96.58,584,scf_000006_A_fumigatus_A1163,676175,679220,+
AFUB_074510,Afu6g08550,100.00,2290,scf_000006_A_fumigatus_A1163,679267,682251,+
AFUB_074520,Afu6g08560,99.87,3129,scf_000006_A_fumigatus_A1163,682690,685918,+
AFUB_074530,Afu6g08570,99.83,3465,scf_000006_A_fumigatus_A1163,686086,689678,-
AFUB_074540,Afu6g08580,99.93,1470,scf_000006_A_fumigatus_A1163,689859,692099,+
AFUB_074550,Afu6g08590,99.97,2922,scf_000006_A_fumigatus_A1163,692399,695447,+
AFUB_074560,Afu6g08600,99.91,3330,scf_000006_A_fumigatus_A1163,695655,699729,-
AFUB_074570,Afu6g08610,100.00,717,scf_000006_A_fumigatus_A1163,700046,701021,-
AFUB_074580,Afu6g08620,100.00,888,scf_000006_A_fumigatus_A1163,701165,702329,+
AFUB_074590,Afu6g08630,99.87,744,scf_000006_A_fumigatus_A1163,702527,703385,-
AFUB_074600,Afu6g08640,99.92,2406,scf_000006_A_fumigatus_A1163,703509,706219,+
AFUB_074610,Afu6g08650,99.58,714,scf_000006_A_fumigatus_A1163,706919,707632,+
AFUB_074620,Afu6g08660,100.00,3533,scf_000006_A_fumigatus_A1163,708211,711747,-
AFUB_074630,Afu6g08670,99.29,2241,scf_000006_A_fumigatus_A1163,712563,715270,-
AFUB_074640,Afu6g08680,100.00,1470,scf_000006_A_fumigatus_A1163,715463,716979,+
AFUB_074650,Afu6g08690,99.77,876,scf_000006_A_fumigatus_A1163,717158,718033,-
AFUB_074660,Afu6g08700,99.78,1835,scf_000006_A_fumigatus_A1163,718460,722053,-
AFUB_074670,Afu6g08710,100.00,1010,scf_000006_A_fumigatus_A1163,722615,725063,-
AFUB_074680,Afu6g08720,100.00,1029,scf_000006_A_fumigatus_A1163,725605,727157,-
AFUB_074690,Afu6g08730,99.94,1557,scf_000006_A_fumigatus_A1163,727468,729342,-
AFUB_074700,Afu6g08740,99.81,1062,scf_000006_A_fumigatus_A1163,729730,730871,+
AFUB_074710,Afu6g08750,99.83,1737,scf_000006_A_fumigatus_A1163,731106,733160,-
AFUB_074720,Afu6g08760,100.00,1440,scf_000006_A_fumigatus_A1163,735305,737314,+
AFUB_074730,Afu6g08770,99.76,1653,scf_000006_A_fumigatus_A1163,738651,740303,+
AFUB_074740,Afu6g08780,99.91,1071,scf_000006_A_fumigatus_A1163,740713,741783,+
AFUB_074750,Afu6g08790,100.00,2412,scf_000006_A_fumigatus_A1163,742162,745079,+
AFUB_074760,Afu6g08800,100.00,1347,scf_000006_A_fumigatus_A1163,745308,746818,-
AFUB_074770,Afu6g08810,100.00,858,scf_000006_A_fumigatus_A1163,747070,748254,-
AFUB_074780,Afu6g08820,99.85,4638,scf_000006_A_fumigatus_A1163,748671,754534,+
AFUB_074790,Afu6g08830,99.93,1341,scf_000006_A_fumigatus_A1163,754900,756714,-
AFUB_074800,Afu6g08840,99.88,2597,scf_000006_A_fumigatus_A1163,757655,760698,+
AFUB_074810,Afu6g08850,99.89,942,scf_000006_A_fumigatus_A1163,761074,762340,+
AFUB_074820,Afu6g08860,99.84,1281,scf_000006_A_fumigatus_A1163,762953,764305,+
AFUB_074830,Afu6g08870,100.00,867,scf_000006_A_fumigatus_A1163,765193,766185,-
AFUB_074840,Afu6g08880,99.89,4434,scf_000006_A_fumigatus_A1163,768554,775798,+
AFUB_074850,Afu6g08890,100.00,837,scf_000006_A_fumigatus_A1163,775822,776934,-
AFUB_074860,Afu6g08900,99.96,2334,scf_000006_A_fumigatus_A1163,777761,780258,-
AFUB_074870,Afu6g08910,100.00,1281,scf_000006_A_fumigatus_A1163,780467,781747,+
AFUB_074880,Afu6g08920,99.97,3141,scf_000006_A_fumigatus_A1163,782132,785272,-
AFUB_074890,Afu6g08930,100.00,792,scf_000006_A_fumigatus_A1163,785575,786515,+
AFUB_074900,Afu6g08940,100.00,354,scf_000006_A_fumigatus_A1163,786691,787044,+
AFUB_074910,Afu6g08950,100.00,336,scf_000006_A_fumigatus_A1163,790923,791258,+
AFUB_074920,Afu6g08960,99.87,768,scf_000006_A_fumigatus_A1163,791910,793720,-
AFUB_074930,Afu6g08980,100.00,1725,scf_000006_A_fumigatus_A1163,793901,795733,+
AFUB_074940,Afu6g08990,99.88,804,scf_000006_A_fumigatus_A1163,796126,796929,-
AFUB_074950,Afu6g09000,99.70,2664,scf_000006_A_fumigatus_A1163,797184,800643,+
AFUB_074960,Afu6g09010,100.00,840,scf_000006_A_fumigatus_A1163,800893,802066,-
AFUB_074970,Afu6g09020,99.94,1803,scf_000006_A_fumigatus_A1163,802429,804610,+
AFUB_074980,Afu6g09030,100.00,1149,scf_000006_A_fumigatus_A1163,805816,807018,-
AFUB_074990,Afu6g09040,99.94,1581,scf_000006_A_fumigatus_A1163,807904,809871,-
AFUB_075000,Afu6g09050,99.66,1454,scf_000006_A_fumigatus_A1163,811010,812676,-
AFUB_075010,Afu6g09060,100.00,762,scf_000006_A_fumigatus_A1163,813324,814213,+
AFUB_075020,Afu6g09070,99.92,1248,scf_000006_A_fumigatus_A1163,814421,815668,-
AFUB_075030,Afu6g09080,100.00,1311,scf_000006_A_fumigatus_A1163,816412,817857,+
AFUB_075040,Afu6g09090,99.84,621,scf_000006_A_fumigatus_A1163,818546,819166,+
AFUB_075050,Afu6g09100,99.95,1884,scf_000006_A_fumigatus_A1163,819339,821222,-
AFUB_075060,Afu6g09110,100.00,1632,scf_000006_A_fumigatus_A1163,822036,824115,-
AFUB_075090,Afu6g09120,99.03,516,scf_000006_A_fumigatus_A1163,825539,826535,+
AFUB_075100,Afu6g09130,99.78,924,scf_000006_A_fumigatus_A1163,826960,828010,-
AFUB_075110,Afu6g09140,100.00,876,scf_000006_A_fumigatus_A1163,828976,830518,-
AFUB_075120,Afu6g09150,99.60,501,scf_000006_A_fumigatus_A1163,830885,831599,+
AFUB_075130,Afu6g09160,99.69,636,scf_000006_A_fumigatus_A1163,832372,833863,-
AFUB_075140,Afu6g09165,99.81,525,scf_000006_A_fumigatus_A1163,834439,835219,+
AFUB_075150,Afu6g09170,100.00,1068,scf_000006_A_fumigatus_A1163,835475,836607,-
AFUB_075160,Afu6g09180,99.95,1998,scf_000006_A_fumigatus_A1163,837189,840563,-
AFUB_075170,Afu6g09190,99.93,1515,scf_000006_A_fumigatus_A1163,840857,843194,-
AFUB_075180,Afu6g09200,99.88,801,scf_000006_A_fumigatus_A1163,843703,844558,+
AFUB_075190,Afu6g09210,99.90,957,scf_000006_A_fumigatus_A1163,844978,846010,+
AFUB_075200,Afu6g09220,99.88,3426,scf_000006_A_fumigatus_A1163,846363,850720,+
AFUB_075210,Afu6g09240,100.00,1704,scf_000006_A_fumigatus_A1163,853409,857005,+
AFUB_075220,Afu6g09250,100.00,2502,scf_000006_A_fumigatus_A1163,857277,860389,+
AFUB_075230,Afu6g09260,99.93,4029,scf_000006_A_fumigatus_A1163,860740,864822,-
AFUB_075240,Afu6g09292,99.91,3276,scf_000006_A_fumigatus_A1163,867920,871344,-
AFUB_075250,Afu4g14400,60.95,507,scf_000006_A_fumigatus_A1163,884882,885928,+
AFUB_075260,Afu7g07030,65.38,520,scf_000006_A_fumigatus_A1163,888582,891834,-
AFUB_075300,Afu1g00750,93.63,1617,scf_000006_A_fumigatus_A1163,906309,908057,-
AFUB_075310,Afu1g00760,97.76,357,scf_000006_A_fumigatus_A1163,908462,909115,-
AFUB_075320,Afu1g00770,86.10,331,scf_000006_A_fumigatus_A1163,912420,913054,+
AFUB_075330,Afu5g14920,80.66,1696,scf_000006_A_fumigatus_A1163,914766,917123,+
AFUB_075340,Afu1g16070,56.08,2015,scf_000006_A_fumigatus_A1163,918656,923306,-
