GENE,CDSLEN,CHROM,START,STOP,STRAND,HOMOLOG,PERCENTID,ALNLEN
AFUB_077820,867,scf_000006_A_fumigatus_A1163,1637604,1638596,+,Afu6g11810,99.77,867
AFUB_077830,927,scf_000006_A_fumigatus_A1163,1640442,1641477,-,Afu6g11820,99.89,927
AFUB_077840,1449,scf_000006_A_fumigatus_A1163,1643315,1645344,-,Afu6g11840,99.93,1449
AFUB_077850,1194,scf_000006_A_fumigatus_A1163,1645689,1646951,+,Afu6g11850,99.75,1194
AFUB_077860,168,scf_000006_A_fumigatus_A1163,1648284,1648451,+,Afu6g11870,100.00,168
AFUB_077870,1128,scf_000006_A_fumigatus_A1163,1648669,1649796,-,Afu6g11870,99.87,799
AFUB_077880,1296,scf_000006_A_fumigatus_A1163,1650710,1652190,+,Afu6g11880,100.00,1296
AFUB_077890,2793,scf_000006_A_fumigatus_A1163,1653434,1656793,-,Afu6g11890,99.86,2793
AFUB_077899,222,scf_000006_A_fumigatus_A1163,1662636,1662944,+,Afu6g11900,99.10,222
AFUB_077900,2571,scf_000006_A_fumigatus_A1163,1664209,1667042,-,Afu6g11910,99.92,2571
AFUB_077910,1626,scf_000006_A_fumigatus_A1163,1667813,1669580,-,Afu6g11920,99.90,1028
AFUB_077920,2031,scf_000006_A_fumigatus_A1163,1669796,1672250,+,Afu6g11930,99.00,1004
AFUB_077930,531,scf_000006_A_fumigatus_A1163,1672584,1673235,+,Afu6g11950,99.81,531
AFUB_077940,771,scf_000006_A_fumigatus_A1163,1674110,1675332,-,Afu6g11960,99.48,771
AFUB_077950,1329,scf_000006_A_fumigatus_A1163,1676149,1677700,+,Afu6g11970,99.21,759
AFUB_077960,2382,scf_000006_A_fumigatus_A1163,1678922,1681751,+,Afu6g11980,99.75,2384
AFUB_077970,318,scf_000006_A_fumigatus_A1163,1684433,1684933,+,Afu6g11990,100.00,318
AFUB_077980,285,scf_000006_A_fumigatus_A1163,1685763,1686281,+,Afu6g12000,100.00,285
AFUB_077995,2655,scf_000006_A_fumigatus_A1163,1687866,1691016,-,Afu6g12010,99.92,1230
AFUB_078010,2448,scf_000006_A_fumigatus_A1163,1691135,1695046,+,Afu6g12020,99.47,2094
AFUB_078020,2343,scf_000006_A_fumigatus_A1163,1695675,1698017,-,Afu6g12030,99.70,672
AFUB_078030,1581,scf_000006_A_fumigatus_A1163,1698688,1700542,+,Afu6g12040,99.62,1581
AFUB_078040,3483,scf_000006_A_fumigatus_A1163,1701787,1705701,+,Afu6g12050,99.91,3483
AFUB_078050,1257,scf_000006_A_fumigatus_A1163,1706102,1707468,-,Afu6g12060,99.89,938
AFUB_078060,1494,scf_000006_A_fumigatus_A1163,1708297,1710120,+,Afu6g12070,99.20,1494
AFUB_078070,11868,scf_000006_A_fumigatus_A1163,1711510,1723499,-,Afu6g12080,99.92,11868
AFUB_078080,1857,scf_000006_A_fumigatus_A1163,1726523,1728379,+,Afu6g12090,99.84,1857
AFUB_078100,1341,scf_000006_A_fumigatus_A1163,1731150,1732552,+,Afu6g12110,99.85,1341
AFUB_078110,1143,scf_000006_A_fumigatus_A1163,1732977,1734183,-,Afu6g12120,99.74,1143
AFUB_078120,2115,scf_000006_A_fumigatus_A1163,1736155,1738325,+,Afu6g12130,99.95,2115
AFUB_078130,867,scf_000006_A_fumigatus_A1163,1738366,1739288,-,Afu6g12140,100.00,867
AFUB_078140,261,scf_000006_A_fumigatus_A1163,1741062,1741380,-,Afu6g12145,100.00,261
AFUB_078150,675,scf_000006_A_fumigatus_A1163,1743183,1744023,+,Afu6g12150,99.82,558
AFUB_078160,2094,scf_000006_A_fumigatus_A1163,1745162,1747425,+,Afu6g12160,99.95,2094
AFUB_078170,339,scf_000006_A_fumigatus_A1163,1747937,1748863,+,Afu6g12170,100.00,339
AFUB_078180,1317,scf_000006_A_fumigatus_A1163,1749612,1751340,+,Afu6g12180,98.64,1320
AFUB_078190,1047,scf_000006_A_fumigatus_A1163,1754237,1755377,+,Afu6g12190,99.81,1047
AFUB_078200,324,scf_000006_A_fumigatus_A1163,1755742,1756259,+,Afu6g12200,100.00,324
AFUB_078210,666,scf_000006_A_fumigatus_A1163,1757336,1758047,+,Afu6g12210,100.00,666
AFUB_078220,339,scf_000006_A_fumigatus_A1163,1758717,1759108,-,NONE,0,0
AFUB_078230,585,scf_000006_A_fumigatus_A1163,1759379,1760046,-,Afu6g12220,100.00,585
AFUB_078240,1923,scf_000006_A_fumigatus_A1163,1760283,1762967,-,Afu6g12230,100.00,1923
AFUB_078250,1281,scf_000006_A_fumigatus_A1163,1763338,1764663,-,Afu6g12240,99.92,1281
AFUB_078260,1557,scf_000006_A_fumigatus_A1163,1765012,1767475,-,Afu6g12250,99.87,1557
AFUB_078270,3798,scf_000006_A_fumigatus_A1163,1767476,1772592,-,Afu6g12270,99.95,3798
AFUB_078280,594,scf_000006_A_fumigatus_A1163,1772709,1773882,+,Afu6g12280,100.00,594
AFUB_078290,2547,scf_000006_A_fumigatus_A1163,1775620,1779338,+,Afu6g12290,99.92,2547
AFUB_078300,1443,scf_000006_A_fumigatus_A1163,1780536,1782607,-,Afu6g12300,99.17,1443
AFUB_078310,900,scf_000006_A_fumigatus_A1163,1785204,1786492,+,Afu6g12310,99.89,900
AFUB_078320,1455,scf_000006_A_fumigatus_A1163,1786632,1788086,-,Afu6g12320,99.93,1455
AFUB_078330,1587,scf_000006_A_fumigatus_A1163,1788532,1790253,+,Afu6g12330,99.75,1587
AFUB_078340,3801,scf_000006_A_fumigatus_A1163,1791131,1794995,-,Afu6g12340,99.84,3801
AFUB_078350,2856,scf_000006_A_fumigatus_A1163,1797722,1801120,+,Afu6g12350,99.96,2856
AFUB_078360,2682,scf_000006_A_fumigatus_A1163,1802412,1805207,+,Afu6g12360,99.93,2682
AFUB_078370,2352,scf_000006_A_fumigatus_A1163,1805427,1808365,+,Afu6g12370,97.15,1858
AFUB_078380,1110,scf_000006_A_fumigatus_A1163,1808800,1810041,-,Afu6g12380,100.00,1110
AFUB_078390,1515,scf_000006_A_fumigatus_A1163,1811211,1813502,-,Afu6g12390,100.00,1515
AFUB_078400,5715,scf_000006_A_fumigatus_A1163,1814085,1819903,-,Afu6g12400,99.98,5715
AFUB_078410,1626,scf_000006_A_fumigatus_A1163,1825481,1827159,+,Afu6g12410,99.94,1626
AFUB_078430,2124,scf_000006_A_fumigatus_A1163,1828408,1830985,+,Afu6g12420,99.91,2124
AFUB_078440,687,scf_000006_A_fumigatus_A1163,1832372,1833611,-,Afu6g12430,100.00,687
AFUB_078450,1503,scf_000006_A_fumigatus_A1163,1833804,1835769,-,Afu6g12440,99.87,1503
AFUB_078460,300,scf_000006_A_fumigatus_A1163,1836471,1836992,+,Afu6g12450,100.00,300
AFUB_078470,861,scf_000006_A_fumigatus_A1163,1837021,1837902,-,Afu6g12460,99.88,861
AFUB_078480,2259,scf_000006_A_fumigatus_A1163,1838112,1840539,+,Afu6g12470,100.00,2259
AFUB_078490,1179,scf_000006_A_fumigatus_A1163,1840678,1842224,-,Afu6g12480,100.00,1179
AFUB_078500,399,scf_000006_A_fumigatus_A1163,1842394,1842872,+,Afu6g12490,100.00,399
AFUB_078510,663,scf_000006_A_fumigatus_A1163,1843106,1844215,-,Afu6g12500,100.00,663
AFUB_078520,1869,scf_000006_A_fumigatus_A1163,1846222,1848582,+,Afu6g12522,99.41,1870
AFUB_078530,2304,scf_000006_A_fumigatus_A1163,1849507,1852333,+,Afu6g12530,99.96,2304
AFUB_078540,1536,scf_000006_A_fumigatus_A1163,1853001,1855814,+,Afu6g12540,99.93,1536
AFUB_078550,918,scf_000006_A_fumigatus_A1163,1856543,1859319,+,Afu6g12550,100.00,918
AFUB_078560,2409,scf_000006_A_fumigatus_A1163,1859641,1862265,+,Afu6g12560,99.87,2330
AFUB_078570,1686,scf_000006_A_fumigatus_A1163,1863196,1865167,-,Afu6g12570,99.76,1686
AFUB_078580,1554,scf_000006_A_fumigatus_A1163,1866737,1869059,-,Afu6g12580,100.00,1554
AFUB_078590,693,scf_000006_A_fumigatus_A1163,1869776,1870525,-,Afu6g12590,99.86,693
AFUB_078600,2052,scf_000006_A_fumigatus_A1163,1870756,1874055,-,Afu6g12600,99.85,2004
AFUB_078610,1116,scf_000006_A_fumigatus_A1163,1875534,1876717,+,Afu6g12610,100.00,1116
AFUB_078620,615,scf_000006_A_fumigatus_A1163,1877260,1878083,-,Afu6g12620,100.00,615
AFUB_078630,3384,scf_000006_A_fumigatus_A1163,1878728,1882577,+,Afu6g12630,100.00,3384
AFUB_078640,1977,scf_000006_A_fumigatus_A1163,1882729,1884896,-,Afu6g12640,100.00,1977
AFUB_078650,930,scf_000006_A_fumigatus_A1163,1885063,1886322,-,Afu6g12650,100.00,930
AFUB_078660,468,scf_000006_A_fumigatus_A1163,1886444,1887334,+,Afu6g12660,100.00,468
AFUB_078670,1509,scf_000006_A_fumigatus_A1163,1887710,1889427,-,Afu6g12670,100.00,1509
AFUB_078680,393,scf_000006_A_fumigatus_A1163,1890436,1891456,+,Afu6g12680,96.32,408
AFUB_078690,1746,scf_000006_A_fumigatus_A1163,1891765,1893875,-,Afu6g12690,100.00,1746
AFUB_078700,618,scf_000006_A_fumigatus_A1163,1893897,1895410,+,Afu6g12700,100.00,618
AFUB_078710,1497,scf_000006_A_fumigatus_A1163,1895559,1898288,+,Afu6g12710,100.00,1497
AFUB_078720,237,scf_000006_A_fumigatus_A1163,1898788,1899371,-,Afu6g12720,100.00,237
AFUB_078730,1785,scf_000006_A_fumigatus_A1163,1904040,1906908,+,Afu6g12730,100.00,1785
AFUB_078740,738,scf_000006_A_fumigatus_A1163,1907550,1908485,+,Afu6g12740,100.00,738
AFUB_078750,819,scf_000006_A_fumigatus_A1163,1909122,1910271,+,Afu6g12750,99.88,819
AFUB_078760,1869,scf_000006_A_fumigatus_A1163,1910553,1912838,+,Afu6g12760,99.19,1366
AFUB_078770,1218,scf_000006_A_fumigatus_A1163,1913115,1914646,-,Afu6g12770,100.00,1146
AFUB_078780,726,scf_000006_A_fumigatus_A1163,1915085,1915922,+,Afu6g12780,100.00,726
AFUB_078790,1149,scf_000006_A_fumigatus_A1163,1916454,1918258,+,Afu6g12790,100.00,1149
AFUB_078800,1026,scf_000006_A_fumigatus_A1163,1918555,1919669,+,Afu6g12800,99.13,1035
AFUB_078810,1062,scf_000006_A_fumigatus_A1163,1920260,1921564,-,Afu6g12820,99.91,1062
AFUB_078820,609,scf_000006_A_fumigatus_A1163,1923503,1924754,+,Afu8g06170,100.00,609
AFUB_078830,459,scf_000006_A_fumigatus_A1163,1925081,1926611,+,Afu8g06180,99.78,459
AFUB_078840,771,scf_000006_A_fumigatus_A1163,1929414,1930418,+,Afu8g06200,99.80,504
AFUB_078850,1371,scf_000006_A_fumigatus_A1163,1930899,1932623,+,Afu8g06210,99.27,1376
AFUB_078860,3132,scf_000006_A_fumigatus_A1163,1934541,1938067,+,Afu8g06220,99.35,1696
AFUB_078870,918,scf_000006_A_fumigatus_A1163,1938172,1939369,+,Afu8g06230,91.85,883
AFUB_078880,399,scf_000006_A_fumigatus_A1163,1939456,1939870,+,Afu8g06240,99.75,399
AFUB_078890,846,scf_000006_A_fumigatus_A1163,1939888,1940818,+,Afu8g06250,99.41,846
AFUB_078900,708,scf_000006_A_fumigatus_A1163,1941004,1942017,+,Afu8g06260,92.55,577
AFUB_078910,540,scf_000006_A_fumigatus_A1163,1942805,1943633,+,Afu8g06270,99.81,540
AFUB_078920,1260,scf_000006_A_fumigatus_A1163,1944045,1945369,+,Afu8g06280,99.60,1260
AFUB_078930,717,scf_000006_A_fumigatus_A1163,1950403,1952507,+,Afu8g06300,100.00,717
AFUB_078940,2049,scf_000006_A_fumigatus_A1163,1955761,1958024,+,Afu8g06310,100.00,2049
AFUB_078950,252,scf_000006_A_fumigatus_A1163,1958504,1958805,+,Afu8g06320,100.00,252
AFUB_078960,495,scf_000006_A_fumigatus_A1163,1961724,1962267,+,NONE,0,0
AFUB_078970,942,scf_000006_A_fumigatus_A1163,1965049,1966321,+,Afu5g14865,100.00,794
AFUB_078980,1182,scf_000006_A_fumigatus_A1163,1967113,1968566,-,Afu5g14870,99.92,1182
AFUB_078990,1443,scf_000006_A_fumigatus_A1163,1968843,1970830,-,Afu5g14880,100.00,923
AFUB_079000,399,scf_000006_A_fumigatus_A1163,1971198,1972195,-,Afu5g14890,100.00,399
AFUB_079010,879,scf_000006_A_fumigatus_A1163,1972365,1973959,+,Afu5g14900,99.40,837
AFUB_079020,378,scf_000006_A_fumigatus_A1163,1974637,1975415,-,Afu5g14910,95.47,353
AFUB_079030,1680,scf_000006_A_fumigatus_A1163,1978568,1980385,+,Afu5g14920,100.00,1680
AFUB_079040,1191,scf_000006_A_fumigatus_A1163,1983652,1986330,-,Afu5g14930,100.00,1057
AFUB_079050,1590,scf_000006_A_fumigatus_A1163,1989015,1990947,+,Afu5g14940,100.00,1590
AFUB_079060,1659,scf_000006_A_fumigatus_A1163,1991853,1993683,+,Afu5g14950,100.00,1659
AFUB_079070,303,scf_000006_A_fumigatus_A1163,1994273,1994626,-,Afu5g14960,100.00,303
AFUB_079080,696,scf_000006_A_fumigatus_A1163,1994796,1995491,-,Afu5g14970,100.00,696
AFUB_079090,3243,scf_000006_A_fumigatus_A1163,1995757,1999108,+,Afu5g14980,100.00,3243
AFUB_079100,783,scf_000006_A_fumigatus_A1163,1999139,2000797,-,Afu5g14990,100.00,783
AFUB_079110,450,scf_000006_A_fumigatus_A1163,2002350,2003111,-,Afu5g15000,100.00,450
AFUB_079120,1149,scf_000006_A_fumigatus_A1163,2003493,2004964,+,Afu5g15010,100.00,1149
AFUB_079130,900,scf_000006_A_fumigatus_A1163,2005147,2007591,-,Afu5g15020,99.38,800
AFUB_079140,873,scf_000006_A_fumigatus_A1163,2008505,2009448,-,Afu5g15030,100.00,873
AFUB_079150,483,scf_000006_A_fumigatus_A1163,2012443,2013035,+,Afu1g16160,97.52,483
AFUB_079160,2439,scf_000006_A_fumigatus_A1163,2013403,2016522,-,Afu5g15040,100.00,2439
AFUB_079170,999,scf_000006_A_fumigatus_A1163,2019034,2020032,-,Afu8g06340,100.00,999
AFUB_079180,3882,scf_000006_A_fumigatus_A1163,2020596,2024892,-,Afu8g06360,99.77,2211
AFUB_079190,378,scf_000006_A_fumigatus_A1163,2027848,2028291,+,NONE,0,0
AFUB_079200,930,scf_000006_A_fumigatus_A1163,2029594,2030616,+,Afu8g06370,99.78,922
AFUB_079210,921,scf_000006_A_fumigatus_A1163,2031486,2032542,+,Afu8g06380,99.84,634
AFUB_079220,849,scf_000006_A_fumigatus_A1163,2032905,2033883,+,Afu8g06390,99.63,820
AFUB_079230,2133,scf_000006_A_fumigatus_A1163,2034122,2036254,-,Afu7g08630,93.04,1380
AFUB_079240,3198,scf_000006_A_fumigatus_A1163,2037212,2040849,+,Afu8g06400,98.94,3198
AFUB_079250,1080,scf_000006_A_fumigatus_A1163,2042925,2045199,+,Afu1g01550,99.44,1080
AFUB_079260,1320,scf_000006_A_fumigatus_A1163,2045944,2047748,+,Afu1g01540,99.39,1320
AFUB_079270,585,scf_000006_A_fumigatus_A1163,2047909,2048493,-,Afu1g01530,99.83,585
AFUB_079280,753,scf_000006_A_fumigatus_A1163,2050283,2051329,+,Afu1g01520,100.00,543
AFUB_079290,567,scf_000006_A_fumigatus_A1163,2051671,2052237,-,Afu1g01500,100.00,567
AFUB_079300,5976,scf_000006_A_fumigatus_A1163,2052536,2058911,-,Afu1g01490,99.95,5976
AFUB_079310,393,scf_000006_A_fumigatus_A1163,2061510,2062064,-,Afu1g01480,71.80,383
AFUB_079320,804,scf_000006_A_fumigatus_A1163,2064823,2065626,+,Afu1g01460,99.63,804
AFUB_079330,1251,scf_000006_A_fumigatus_A1163,2066058,2067472,-,Afu1g01450,98.11,1267
AFUB_079340,195,scf_000006_A_fumigatus_A1163,2068534,2068769,-,Afu1g01440,100.00,195
AFUB_079350,1635,scf_000006_A_fumigatus_A1163,2069662,2071496,+,Afu1g01430,99.88,1635
AFUB_079360,1494,scf_000006_A_fumigatus_A1163,2072120,2073613,+,Afu1g01420,99.73,1494
AFUB_079370,384,scf_000006_A_fumigatus_A1163,2073973,2074356,-,NONE,0,0
AFUB_079380,1365,scf_000006_A_fumigatus_A1163,2075108,2076918,-,Afu1g01410,99.41,340
AFUB_079390,201,scf_000006_A_fumigatus_A1163,2078023,2078223,-,Afu1g01400,100.00,201
AFUB_079400,1185,scf_000006_A_fumigatus_A1163,2078505,2079689,+,Afu1g01390,100.00,1185
AFUB_079410,915,scf_000006_A_fumigatus_A1163,2080277,2081678,+,Afu1g01380,99.89,915
AFUB_079420,669,scf_000006_A_fumigatus_A1163,2081826,2082672,+,Afu1g01370,99.25,669
AFUB_079430,726,scf_000006_A_fumigatus_A1163,2082738,2083463,+,Afu1g01360,99.72,726
AFUB_079440,621,scf_000006_A_fumigatus_A1163,2083724,2084344,-,Afu1g01350,100.00,621
AFUB_079450,1500,scf_000006_A_fumigatus_A1163,2084851,2086401,-,Afu1g01340,99.87,1500
AFUB_079460,786,scf_000006_A_fumigatus_A1163,2086768,2087694,+,Afu1g01330,99.75,786
AFUB_079470,1467,scf_000006_A_fumigatus_A1163,2088146,2089612,+,Afu1g01320,99.80,1467
AFUB_079480,1482,scf_000006_A_fumigatus_A1163,2089858,2091550,+,Afu1g01310,99.87,1482
AFUB_079490,1197,scf_000006_A_fumigatus_A1163,2091561,2092815,-,Afu1g01300,99.92,1197
AFUB_079500,1059,scf_000006_A_fumigatus_A1163,2094180,2095301,-,Afu1g01280,99.12,1023
AFUB_079520,1557,scf_000006_A_fumigatus_A1163,2096528,2098162,-,Afu1g01270,96.67,1561
AFUB_079530,489,scf_000006_A_fumigatus_A1163,2098433,2098976,-,Afu1g01265,100.00,489
AFUB_079540,1581,scf_000006_A_fumigatus_A1163,2101496,2103457,-,Afu1g01260,99.81,1581
AFUB_079550,1692,scf_000006_A_fumigatus_A1163,2103889,2105695,+,Afu1g01250,99.94,1692
AFUB_079560,2439,scf_000006_A_fumigatus_A1163,2105856,2108718,-,Afu1g01240,99.96,2439
AFUB_079570,1596,scf_000006_A_fumigatus_A1163,2109169,2111028,-,Afu1g01230,100.00,1596
AFUB_079580,1200,scf_000006_A_fumigatus_A1163,2111515,2112764,-,Afu1g01220,99.92,1200
AFUB_079590,456,scf_000006_A_fumigatus_A1163,2113185,2113688,+,Afu1g01210,100.00,456
AFUB_079600,1221,scf_000006_A_fumigatus_A1163,2114156,2115428,-,Afu1g01200,99.84,1221
AFUB_079610,1125,scf_000006_A_fumigatus_A1163,2116037,2117319,-,Afu1g01190,99.73,1125
AFUB_079620,1692,scf_000006_A_fumigatus_A1163,2119996,2121813,+,Afu1g01180,99.94,1692
AFUB_079630,408,scf_000006_A_fumigatus_A1163,2122681,2123263,+,Afu1g01175,100.00,382
AFUB_079640,885,scf_000006_A_fumigatus_A1163,2123458,2124355,-,Afu1g01170,99.89,885
AFUB_079650,1815,scf_000006_A_fumigatus_A1163,2125734,2127705,+,Afu1g01160,86.46,1499
AFUB_079660,759,scf_000006_A_fumigatus_A1163,2127901,2128739,+,Afu1g01140,99.87,759
AFUB_079670,654,scf_000006_A_fumigatus_A1163,2129052,2129705,-,Afu1g01130,99.69,654
AFUB_079680,705,scf_000006_A_fumigatus_A1163,2131024,2131831,+,Afu1g01120,99.43,705
AFUB_079690,633,scf_000006_A_fumigatus_A1163,2132996,2133810,-,Afu1g01110,100.00,633
AFUB_079700,2274,scf_000006_A_fumigatus_A1163,2138816,2141227,+,Afu1g01100,100.00,677
AFUB_079710,6330,scf_000006_A_fumigatus_A1163,2143371,2150256,+,Afu3g02570,54.91,1151
AFUB_079720,1149,scf_000006_A_fumigatus_A1163,2151014,2152443,-,Afu7g05130,57.20,493
AFUB_079730,852,scf_000006_A_fumigatus_A1163,2153747,2154649,-,NONE,0,0
AFUB_079740,1407,scf_000006_A_fumigatus_A1163,2155468,2157207,+,Afu2g01680,62.74,781
AFUB_079750,1821,scf_000006_A_fumigatus_A1163,2157651,2159656,-,NONE,0,0
AFUB_079760,1323,scf_000006_A_fumigatus_A1163,2161045,2162806,+,Afu2g17360,53.94,1218
AFUB_079770,861,scf_000006_A_fumigatus_A1163,2163753,2164613,-,NONE,0,0
AFUB_079780,1767,scf_000006_A_fumigatus_A1163,2165842,2167751,+,Afu3g08530,58.56,1303
AFUB_079790,882,scf_000006_A_fumigatus_A1163,2168137,2169346,-,NONE,0,0
AFUB_079800,795,scf_000006_A_fumigatus_A1163,2169677,2170865,+,NONE,0,0
AFUB_079810,1896,scf_000006_A_fumigatus_A1163,2171308,2173517,+,NONE,0,0
AFUB_079820,678,scf_000006_A_fumigatus_A1163,2173525,2174248,-,Afu4g05860,69.26,488
AFUB_079830,1221,scf_000006_A_fumigatus_A1163,2175180,2176634,-,Afu3g03740,89.07,732
AFUB_079840,1068,scf_000006_A_fumigatus_A1163,2177052,2178324,+,Afu4g12650,65.22,644
AFUB_079850,1341,scf_000006_A_fumigatus_A1163,2178958,2180349,+,Afu8g06440,65.38,1300
AFUB_079860,1749,scf_000006_A_fumigatus_A1163,2180618,2182557,-,NONE,0,0
AFUB_079870,612,scf_000006_A_fumigatus_A1163,2184778,2185531,-,Afu1g00110,96.87,319
AFUB_079880,255,scf_000006_A_fumigatus_A1163,2187035,2187341,+,NONE,0,0
AFUB_079890,1260,scf_000006_A_fumigatus_A1163,2188655,2189976,-,Afu1g00100,100.00,621
AFUB_079900,1572,scf_000006_A_fumigatus_A1163,2191221,2193000,+,NONE,0,0
AFUB_079910,702,scf_000006_A_fumigatus_A1163,2205723,2206578,+,NONE,0,0
AFUB_080010,2280,scf_000007_A_fumigatus_A1163,5126,7690,+,NONE,0,0
AFUB_080020,519,scf_000007_A_fumigatus_A1163,10143,10661,+,NONE,0,0
AFUB_080030,786,scf_000007_A_fumigatus_A1163,11392,12286,+,NONE,0,0
AFUB_080040,4773,scf_000007_A_fumigatus_A1163,15234,20956,+,Afu7g08650,99.95,1990
AFUB_080050,1710,scf_000007_A_fumigatus_A1163,22659,24443,+,Afu7g08647,100.00,588
AFUB_080060,777,scf_000007_A_fumigatus_A1163,31144,32057,+,Afu7g08640,100.00,777
AFUB_080070,678,scf_000007_A_fumigatus_A1163,33810,34661,-,NONE,0,0
AFUB_080080,1230,scf_000007_A_fumigatus_A1163,35133,37022,-,NONE,0,0
AFUB_080090,1425,scf_000007_A_fumigatus_A1163,37617,39041,-,NONE,0,0
AFUB_080100,249,scf_000007_A_fumigatus_A1163,39879,40322,+,NONE,0,0
AFUB_080110,1863,scf_000007_A_fumigatus_A1163,40815,42849,-,NONE,0,0
AFUB_080125,4632,scf_000007_A_fumigatus_A1163,45472,50518,+,NONE,0,0
AFUB_080140,1293,scf_000007_A_fumigatus_A1163,54072,55364,+,NONE,0,0
AFUB_080150,381,scf_000007_A_fumigatus_A1163,67968,68348,+,NONE,0,0
AFUB_080160,894,scf_000007_A_fumigatus_A1163,69406,70931,-,Afu8g01930,55.10,862
AFUB_080170,1518,scf_000007_A_fumigatus_A1163,71327,73827,+,NONE,0,0
AFUB_080180,2244,scf_000007_A_fumigatus_A1163,76829,80076,-,NONE,0,0
AFUB_080190,354,scf_000007_A_fumigatus_A1163,91933,92432,+,Afu1g00170,90.97,144
AFUB_080200,1344,scf_000007_A_fumigatus_A1163,93522,95127,+,Afu7g08490,97.19,1244
AFUB_080210,1272,scf_000007_A_fumigatus_A1163,96281,97640,+,Afu7g08510,98.46,716
AFUB_080220,681,scf_000007_A_fumigatus_A1163,102484,103248,+,Afu5g14240,88.11,681
AFUB_080230,2883,scf_000007_A_fumigatus_A1163,105738,108903,+,Afu5g14582,54.43,1367
AFUB_080240,4269,scf_000007_A_fumigatus_A1163,119703,125587,-,Afu3g02830,55.28,805
AFUB_080250,459,scf_000007_A_fumigatus_A1163,131177,131818,-,NONE,0,0
AFUB_080260,1179,scf_000007_A_fumigatus_A1163,145214,146522,-,NONE,0,0
AFUB_080270,2868,scf_000007_A_fumigatus_A1163,148633,151809,+,NONE,0,0
AFUB_080280,630,scf_000007_A_fumigatus_A1163,153815,154572,+,NONE,0,0
AFUB_080290,423,scf_000007_A_fumigatus_A1163,154660,155154,+,NONE,0,0
AFUB_080300,1395,scf_000007_A_fumigatus_A1163,164780,166644,+,NONE,0,0
AFUB_080310,516,scf_000007_A_fumigatus_A1163,166857,167465,-,NONE,0,0
AFUB_080320,957,scf_000007_A_fumigatus_A1163,172835,174077,+,Afu7g08231,98.17,601
AFUB_080330,1851,scf_000007_A_fumigatus_A1163,176721,178638,-,Afu7g08220,99.68,1851
AFUB_080340,336,scf_000007_A_fumigatus_A1163,179897,180276,+,NONE,0,0
AFUB_080350,153,scf_000007_A_fumigatus_A1163,201550,201702,-,Afu8g07390,100.00,153
AFUB_080360,1011,scf_000007_A_fumigatus_A1163,204555,206181,-,Afu8g07380,100.00,1011
AFUB_080370,1722,scf_000007_A_fumigatus_A1163,208989,211172,-,Afu8g07370,96.90,839
AFUB_080380,2175,scf_000007_A_fumigatus_A1163,212165,214959,-,Afu8g07360,99.91,2175
AFUB_080390,1044,scf_000007_A_fumigatus_A1163,215165,216408,-,Afu8g07350,100.00,1044
AFUB_080400,2271,scf_000007_A_fumigatus_A1163,216802,219363,-,Afu8g07340,99.96,2271
AFUB_080410,933,scf_000007_A_fumigatus_A1163,222098,223083,-,Afu8g07330,99.89,933
AFUB_080420,714,scf_000007_A_fumigatus_A1163,223495,224263,+,Afu8g07320,99.86,714
AFUB_080430,711,scf_000007_A_fumigatus_A1163,226001,226798,+,Afu8g07310,99.86,706
AFUB_080440,903,scf_000007_A_fumigatus_A1163,227507,228706,+,Afu8g07300,100.00,903
AFUB_080450,264,scf_000007_A_fumigatus_A1163,229095,229462,-,Afu8g07290,100.00,264
AFUB_080460,1803,scf_000007_A_fumigatus_A1163,229794,231872,+,Afu8g07280,99.72,1803
AFUB_080470,2109,scf_000007_A_fumigatus_A1163,232217,234325,-,Afu8g07270,100.00,2109
AFUB_080490,1497,scf_000007_A_fumigatus_A1163,236839,238395,+,Afu8g07260,100.00,1497
AFUB_080500,1227,scf_000007_A_fumigatus_A1163,239135,240408,+,Afu8g07250,99.92,1227
AFUB_080510,1599,scf_000007_A_fumigatus_A1163,240819,242578,+,Afu8g07240,99.94,1599
AFUB_080520,609,scf_000007_A_fumigatus_A1163,242750,243358,+,Afu8g07235,97.70,609
AFUB_080530,1743,scf_000007_A_fumigatus_A1163,243549,245389,+,Afu8g07230,99.89,1743
AFUB_080540,327,scf_000007_A_fumigatus_A1163,246668,247045,+,Afu8g07225,100.00,327
AFUB_080550,1377,scf_000007_A_fumigatus_A1163,248185,249689,-,Afu8g07220,99.78,1377
AFUB_080560,1404,scf_000007_A_fumigatus_A1163,250587,252970,+,Afu8g07210,100.00,1404
AFUB_080570,1422,scf_000007_A_fumigatus_A1163,253551,255026,-,Afu8g07200,99.58,1422
AFUB_080580,303,scf_000007_A_fumigatus_A1163,255296,255816,-,NONE,0,0
AFUB_080590,543,scf_000007_A_fumigatus_A1163,258931,259687,+,Afu8g07190,100.00,543
AFUB_080600,1716,scf_000007_A_fumigatus_A1163,260305,262020,-,Afu8g07180,99.71,1716
AFUB_080610,225,scf_000007_A_fumigatus_A1163,262770,263112,+,NONE,0,0
AFUB_080630,819,scf_000007_A_fumigatus_A1163,264107,264942,-,Afu8g07170,100.00,819
AFUB_080640,570,scf_000007_A_fumigatus_A1163,266373,267018,+,Afu8g07160,99.82,570
AFUB_080650,924,scf_000007_A_fumigatus_A1163,267359,268529,-,Afu8g07150,99.51,611
